"edad","reclamaciones","cobertura","salud","credito","cambio_aseguradora","actividad","conduccion","ubicacion","dependientes","ingreso","experiencia","pagos_puntuales","pagos_primas","clase1","clase2"
25,1,2,1,587,1,2,1,1,5,41430,10,56.35,14477.12,2,3
59,2,1,2,481,0,3,0,3,0,45214,12,72.72,2865.11,2,3
63,1,3,1,566,0,2,1,1,5,51783,35,66.3,11547.44,2,2
48,2,3,3,532,0,4,2,2,3,36280,36,95.61,4441.15,2,1
74,2,3,3,705,0,4,2,1,4,30156,29,89.3,5735.3,3,1
68,3,2,2,725,1,2,0,2,0,37115,11,70.79,15843.7,1,2
70,2,1,1,744,0,4,0,1,0,41052,20,21.64,4064.73,2,1
73,1,2,3,652,2,4,2,2,3,46052,37,75.32,18009.4,3,1
59,0,3,3,469,1,4,1,2,3,57469,25,55.29,3285.63,2,3
36,1,3,1,919,1,3,2,3,2,44174,27,67.6,17081.79,2,3
64,1,1,2,547,1,3,0,1,2,40533,2,31.92,7703.41,2,3
34,3,1,3,651,1,1,1,3,1,20491,25,30.62,4070.73,2,3
34,1,1,3,598,2,1,0,1,0,58670,11,59.29,19388.42,2,1
51,2,1,2,591,2,3,0,3,5,44642,22,57.65,9668.03,3,3
75,1,3,2,815,1,4,1,1,4,53903,15,95.74,11347.42,2,1
57,3,1,2,806,2,1,0,2,5,40238,0,0.99,94.22,1,3
74,0,3,2,462,1,3,0,2,2,15220,28,14.42,3459.07,2,1
52,2,1,3,515,0,1,1,3,2,51378,9,43.81,7549.13,2,2
59,1,2,3,521,1,3,2,3,4,17662,7,18.84,16452.93,3,2
44,1,2,2,645,1,3,0,3,0,38432,4,56.37,5046.54,2,3
66,3,1,1,676,2,3,0,3,4,41883,28,88.94,5523.9,3,3
35,3,2,2,703,2,4,2,1,0,24276,40,84.9,3015.28,1,1
68,0,3,2,639,0,4,2,2,2,24504,32,25.21,15051.2,3,1
71,3,3,2,708,0,3,0,3,3,45393,25,71.3,6647.88,2,3
20,2,3,1,515,2,3,1,1,2,49377,39,42.97,4867.48,3,1
75,2,1,2,446,1,3,2,2,5,48472,21,86.84,954.28,2,1
41,2,2,3,566,1,2,0,2,4,38249,3,60.4,4189.91,2,1
19,3,2,2,523,2,1,2,1,4,23884,31,17,7207.41,1,1
62,2,2,2,697,1,2,1,1,3,45286,22,33.14,8771.77,3,1
20,3,2,1,459,1,2,2,2,2,49341,36,27.58,2741.65,1,1
33,0,1,2,617,1,2,0,3,4,31296,2,43.08,9541.99,1,1
47,3,3,2,557,2,4,2,3,3,50484,29,37.43,13270.86,3,1
38,3,1,1,663,2,1,2,3,4,32450,28,54.61,12081.3,1,2
26,0,3,3,658,1,4,1,1,5,78439,25,19.85,3635.72,2,1
65,0,3,1,550,1,2,1,2,3,52476,8,25.42,13196.34,3,1
59,3,2,3,676,0,4,1,1,4,54416,29,28.4,10917.53,2,2
43,3,1,2,629,1,1,2,3,3,57777,24,21.26,6651.28,1,3
34,0,3,2,750,1,4,2,2,3,33996,5,58.76,4415.77,2,3
63,2,3,1,702,1,3,1,1,1,47323,11,17.24,8914.76,3,1
58,3,3,2,612,1,4,2,2,3,20155,8,32.71,19990.85,3,1
52,1,1,2,674,1,1,2,2,3,48006,35,21.35,14615.81,1,1
53,1,3,1,629,2,1,1,3,2,60651,38,58.54,2312.93,2,1
18,2,1,1,602,1,4,1,2,0,7639,36,63.13,10011.68,2,3
66,1,2,2,375,1,1,1,2,5,29061,31,69.48,12156.37,2,3
55,1,2,1,788,0,4,1,3,0,23919,6,81.66,17981.37,2,3
78,1,2,3,623,1,4,0,3,2,2497,17,50.57,434.62,3,3
27,3,3,1,792,2,3,1,3,1,41269,36,20.9,16426.89,3,3
56,2,1,1,822,0,1,1,3,1,78452,31,31.77,15527.32,1,2
40,1,2,2,523,0,4,2,2,4,26410,28,28.97,9570.93,2,3
43,2,1,1,715,2,1,2,2,1,33948,19,65.19,11600.8,1,2
33,2,1,3,617,1,4,0,3,4,39875,13,18.55,8380.06,3,3
67,3,3,2,792,2,2,0,3,3,35844,14,53.81,9835.34,1,2
78,2,1,3,625,2,1,2,1,0,35160,2,77.15,7968.99,2,2
47,2,2,2,674,2,1,2,1,0,56746,29,59.07,12303.94,1,1
38,2,3,2,654,0,2,2,3,5,49430,0,51.55,13520.46,2,3
53,2,3,3,713,1,3,1,3,1,29025,19,80.6,5617.14,3,3
42,3,1,2,424,0,1,1,2,2,16862,16,90.51,11176.32,2,3
40,3,3,1,653,0,2,0,3,0,37187,24,91.87,3870.5,2,3
72,2,3,1,659,1,2,1,1,3,39787,27,76.39,7372.05,2,1
29,0,1,1,814,1,1,2,1,0,26557,33,31.17,11944.57,1,1
72,1,2,1,668,2,3,0,2,2,48538,3,35.5,8672.64,3,1
24,1,2,1,629,1,2,2,2,0,11126,38,50.58,12425.55,2,3
38,3,3,1,680,1,3,2,3,1,39479,29,35.76,14440.52,2,3
42,0,3,1,627,0,2,1,2,4,38370,17,43,16784.58,2,3
41,0,2,1,648,2,1,2,2,0,27036,32,40.72,9552.86,2,3
74,1,1,2,626,0,1,0,1,3,10986,34,86.29,11234.38,2,1
44,0,3,2,575,2,1,0,2,5,35843,15,28.51,8765.4,1,1
64,0,3,3,721,1,2,2,2,5,47764,24,14.14,9029.56,1,3
68,3,1,1,558,1,2,2,3,3,43629,18,90.19,344.41,2,3
55,2,1,2,566,1,3,1,1,2,29167,2,5.15,8429.61,2,3
68,3,1,1,614,0,4,1,2,3,38805,0,55.47,19418.68,2,3
67,0,2,1,690,0,4,1,2,4,32625,33,98.45,16512.8,2,1
45,0,3,3,674,1,3,2,1,3,12977,36,97.73,1552.24,3,1
76,3,3,1,648,2,2,1,3,0,41721,25,7.25,7912.39,2,3
35,2,1,2,618,2,1,0,1,0,54444,15,79.37,9612.09,2,1
31,1,2,2,600,0,2,0,1,2,76529,26,5.18,3528.93,2,1
55,2,3,2,732,0,1,1,2,1,11571,8,69.95,5337.74,2,1
70,0,1,3,592,0,4,2,1,3,45431,5,34.45,4315.59,2,2
43,1,2,1,575,2,3,1,1,3,43449,35,52.72,2377.96,3,1
55,3,3,3,594,2,1,2,2,2,31178,25,12.36,9073.24,2,1
65,3,1,3,600,1,4,0,1,4,49427,35,30.35,15549.07,2,2
60,3,3,2,608,1,2,1,1,2,45356,19,83.04,16570.5,3,1
66,0,3,1,701,1,3,2,2,2,47408,7,89.35,17193.16,3,1
57,3,3,3,729,1,1,2,1,2,50901,20,7.25,19550.72,3,1
46,2,2,2,567,2,1,0,3,2,65531,35,81.7,11517.01,1,3
40,2,1,3,576,1,4,1,3,4,42287,38,29.35,17146.22,3,3
76,2,1,1,638,0,2,1,3,2,37741,0,19.03,18666.17,2,3
74,2,2,2,683,1,4,2,1,3,19812,25,23.63,16064.56,2,1
24,1,1,3,658,1,4,1,3,1,49894,26,3.58,13514.7,3,2
21,0,3,1,659,1,1,0,1,3,38802,6,1.56,5838.37,1,1
29,3,2,2,639,0,1,0,1,4,51730,33,64.74,1749.58,1,1
62,3,3,1,426,1,1,1,3,5,20714,1,50.4,2985.25,2,3
77,2,1,3,769,2,4,1,3,0,41449,33,85.04,1045.87,3,3
35,2,2,3,758,0,3,2,3,1,25565,3,25.44,180.18,2,3
43,2,2,3,583,2,4,2,2,3,24736,7,79.39,4056.51,3,1
34,3,3,3,704,0,4,2,3,3,45597,9,68.98,6443.02,3,1
77,2,2,2,807,2,2,1,1,0,20273,13,31.7,17125.49,1,3
47,3,2,3,669,0,1,0,2,3,71730,22,37.53,1241.42,1,1
50,3,1,1,696,1,1,2,1,5,42277,36,6.65,6078.85,1,1
55,3,3,3,689,1,4,0,1,0,48539,30,68.87,18907.6,3,1
51,3,1,1,573,0,3,1,2,2,61688,20,7.28,15087.44,2,1
59,1,1,2,753,1,4,0,2,1,18494,40,89,17170.4,2,1
75,1,1,1,555,1,3,1,2,0,43775,26,64.91,11926.81,2,1
67,2,2,2,735,1,3,0,2,3,19365,25,52.8,14206.8,3,2
50,0,1,2,723,0,4,0,1,5,46725,28,54.27,1611.05,3,1
67,0,2,1,608,0,2,1,3,1,38469,11,33.93,7388.94,2,3
41,2,1,2,808,1,3,2,1,1,47294,18,41.8,7953.74,2,1
73,0,1,1,623,2,4,0,1,1,47259,6,61.64,5832.84,3,1
71,1,3,3,710,1,3,0,2,4,24132,13,84.33,1836.7,1,1
51,0,3,3,579,1,2,2,1,2,41932,16,6.08,9819.47,2,1
38,2,2,1,633,1,3,0,1,3,58423,5,74.73,14714.3,2,1
59,1,3,1,583,1,1,1,3,3,36410,21,97.4,2574.74,2,3
28,0,2,1,652,2,4,1,2,0,38270,34,81.18,14692.23,3,1
47,1,3,2,526,0,4,1,2,1,66068,34,2.89,4816.55,2,3
25,2,1,2,581,0,4,1,2,4,57918,33,75.7,2362.95,2,1
46,1,1,3,653,0,4,2,3,0,35075,31,40.17,15960.16,2,3
51,1,1,2,517,0,1,2,3,4,16366,6,88.54,23.34,2,1
77,1,1,1,761,0,2,0,1,5,56639,34,33.68,17232.01,2,1
72,3,3,2,733,1,3,2,2,5,25209,0,81.98,4410.53,2,1
70,1,2,2,497,2,4,0,1,1,80054,33,34.72,12407.34,2,1
31,3,3,3,657,2,2,0,3,3,22009,39,74.34,14071.18,1,1
21,0,1,2,633,2,3,0,1,0,26518,1,38.93,221.01,1,1
74,3,1,2,408,1,1,2,3,3,59759,34,3.02,4489.41,2,3
43,2,1,2,676,0,1,0,3,1,50458,28,10.76,17916.14,1,2
67,1,2,2,545,1,4,2,1,4,16763,19,89.27,4407.08,2,1
61,3,2,2,463,0,4,1,3,3,594,14,13.91,16475.71,2,2
53,1,3,2,626,0,3,2,3,2,36225,12,55.61,14008.87,2,3
78,0,1,2,611,1,3,1,1,5,62363,8,22.37,8160.02,2,1
34,2,3,2,525,2,4,2,3,5,-1270,38,28.07,3365.74,2,1
27,0,2,1,680,0,1,1,2,4,55580,16,43.84,5441.63,2,1
68,0,1,2,645,1,1,1,3,5,38706,37,70.57,11817.19,2,3
75,1,1,1,708,2,2,2,2,3,53289,23,28.82,6022.82,1,1
78,2,2,1,698,2,4,0,2,2,14703,24,19.67,17061.01,1,3
75,2,3,3,599,2,3,2,2,1,53029,39,58.76,10693.29,3,1
18,2,2,3,508,2,2,1,1,2,16912,25,78.91,4785.86,3,1
31,3,3,1,754,2,4,0,1,2,28365,16,49.29,16382.66,2,1
22,1,1,3,539,0,3,0,2,3,79293,14,31.41,16815.51,2,1
30,1,1,2,593,2,1,2,1,3,39236,2,83.02,9747.39,2,1
32,2,1,1,546,1,2,2,2,4,50842,2,22.76,2692.37,1,1
69,3,1,2,786,0,2,1,3,5,17568,39,92.81,5125.72,2,3
45,2,3,2,503,0,1,0,1,1,27548,3,2.01,4071.16,2,3
55,0,2,3,755,0,4,1,1,2,25796,20,72.34,3616.19,3,1
77,3,2,2,781,1,1,1,3,0,52036,20,20.33,11582.88,1,2
37,3,1,2,691,2,1,1,2,1,36633,4,16.78,1125.97,1,1
58,1,3,2,690,0,1,2,3,3,30391,2,62.99,1226.63,2,1
37,1,1,2,559,0,4,2,2,1,31799,24,57.06,13392.57,2,3
24,0,1,2,605,0,1,1,1,1,52093,12,86.68,10130.6,2,1
70,3,3,1,727,0,3,1,2,2,36393,36,58.7,832.12,2,3
49,3,3,3,635,1,4,2,2,5,64428,15,10.46,3073.23,3,1
61,2,1,3,818,2,2,1,2,5,48826,38,34.07,17190.39,1,3
38,2,3,1,850,2,1,2,1,2,24685,6,32.51,5377.53,2,1
73,3,2,3,682,0,3,0,2,0,15731,16,30.52,5079.37,2,3
49,3,2,1,605,1,3,2,3,1,60642,27,73.16,18767.78,2,3
68,2,3,2,675,1,3,1,1,2,67684,13,57.86,16936.66,3,1
67,1,2,2,723,0,3,1,3,2,53702,3,57.04,12472.28,2,3
61,2,1,1,799,0,4,0,1,2,42629,7,86.48,7274.13,2,1
56,2,2,3,604,1,4,0,1,2,75511,0,18.51,9492.91,2,2
53,1,1,2,633,1,2,1,2,0,54666,7,49.85,466.02,2,2
60,2,1,1,684,1,1,0,1,2,43529,24,94.83,7012.9,2,1
47,1,3,1,672,2,2,2,1,5,31112,39,8.49,3400.62,3,1
51,0,3,1,582,1,3,1,1,0,36447,30,42.52,17551,3,1
52,1,1,1,662,0,3,1,3,1,52548,3,31.2,4947.33,2,3
52,1,1,3,622,1,3,1,1,1,32952,4,58.06,6359.97,2,1
22,1,2,3,778,1,2,2,3,2,52944,30,55.11,16353.74,2,3
54,2,1,3,645,1,2,0,1,0,38946,4,17.51,165.97,2,3
64,2,1,3,504,0,4,1,2,2,47996,4,38.46,10645.61,2,1
21,0,3,1,845,2,3,2,3,4,44337,17,9.51,17344.89,2,1
51,3,2,1,513,2,1,1,1,4,65628,34,63.31,3325.62,1,1
35,1,1,2,524,0,2,1,1,5,17367,24,91.02,1484.02,1,1
55,1,2,3,679,1,3,0,2,0,42255,23,58.33,9709.1,3,2
52,2,2,3,629,0,2,0,1,2,6775,35,4.35,17293.93,3,2
71,3,2,2,550,1,2,1,1,0,33882,1,44.36,9576.33,2,3
46,0,1,3,648,0,4,1,1,4,40875,22,20.08,9952.13,2,2
40,0,1,2,621,1,3,2,2,5,21819,40,29.23,19128.61,3,3
27,3,3,1,480,2,1,2,2,3,20634,2,50.56,9040.55,3,3
35,1,3,3,677,1,3,0,1,1,64671,17,14.04,7937.23,2,3
59,0,3,2,780,2,4,0,3,5,20643,9,62.02,19434.47,3,3
19,2,2,2,729,1,1,1,3,1,32803,9,96.63,14704.76,2,3
72,1,3,2,741,1,1,2,3,5,13678,20,49.45,6947.1,2,1
51,0,3,1,705,0,3,2,3,0,61107,15,96.09,9735.17,2,3
50,0,2,2,671,0,4,2,3,5,31644,25,9.14,1599.31,3,3
25,0,3,2,635,2,4,1,2,5,39895,8,33.79,17273.29,3,1
39,0,2,2,524,2,2,1,1,3,26236,6,71.98,14381.52,2,1
35,2,3,3,553,0,2,0,3,4,46932,14,39.53,14685.88,2,3
74,3,3,3,659,2,1,1,1,2,33404,18,16.85,11273.88,2,1
53,0,3,1,471,0,4,2,2,0,17654,28,34.63,3229.06,2,3
23,2,3,1,652,1,1,2,2,2,44998,39,42.27,13542.31,1,1
71,1,3,2,596,0,4,1,1,4,49744,25,11.72,5600.47,2,3
58,0,2,2,820,0,4,2,1,2,13244,4,58.45,1137.52,3,1
80,0,2,1,775,0,3,1,1,1,53297,0,27.25,1999.47,2,2
30,3,1,2,608,0,2,2,1,3,56766,37,39.02,19225.17,1,1
72,1,1,2,695,2,3,0,1,5,52768,11,91,3223.18,3,1
31,3,3,3,488,1,4,2,1,3,39123,24,32.84,6691.91,3,1
42,0,3,3,521,0,3,0,2,1,37997,16,37.41,2644.61,2,3
73,0,2,2,726,1,3,1,2,5,22847,2,76.05,3366.05,2,1
30,3,3,2,663,1,2,1,3,0,49581,33,8.96,10328.78,3,1
56,2,3,2,553,1,3,0,3,3,51074,38,99.24,10679.8,3,2
53,1,1,3,694,0,3,2,1,1,14149,16,25.54,14230.2,2,2
26,1,3,3,683,2,1,0,2,5,49016,23,91.53,12291.7,3,1
39,0,3,2,648,0,1,1,3,0,27476,30,54.12,7084.21,2,3
58,3,1,3,694,2,1,0,2,1,66699,20,47.43,9024.77,1,2
51,3,3,2,568,1,1,0,1,3,26862,10,83.17,19033.64,2,1
29,1,2,2,596,2,3,2,1,0,33713,8,26.58,5915.03,3,1
58,1,1,2,583,0,3,2,1,4,59373,10,32.7,13210.8,2,2
26,0,1,1,617,0,1,2,3,0,47235,6,85.6,985.92,2,3
76,0,2,1,688,2,4,0,2,3,49036,1,55.99,16791.21,1,1
35,0,3,3,675,0,3,0,1,3,45618,33,2.76,9538.44,2,1
48,1,3,2,420,2,2,2,3,2,20010,35,31.52,5968.83,2,1
26,3,2,1,647,1,2,1,2,0,62969,38,0.89,968.49,1,3
57,3,1,2,686,1,2,1,3,4,43893,37,17.64,8484.26,2,3
75,2,1,2,708,2,2,1,3,4,76240,21,66.93,6188.73,3,3
42,3,2,2,842,1,1,2,2,5,35586,38,71.84,11997.8,2,1
77,2,2,3,689,0,2,2,3,2,54880,36,15.8,3264.29,2,3
59,3,3,2,459,2,3,1,1,2,42867,29,94.23,7555.75,3,1
51,0,2,1,638,1,4,2,3,3,37064,33,48.24,12918.97,3,3
51,3,2,2,487,0,1,1,2,3,-21937,14,50.16,1017.04,2,1
75,0,1,1,829,2,3,0,2,0,3188,40,72.71,13346.04,2,1
54,0,2,1,846,1,3,1,2,1,57434,12,41.83,19343.21,2,1
59,0,3,1,728,1,4,1,2,2,39375,17,87.4,19178.84,2,3
19,3,3,3,557,1,3,1,3,2,31901,10,68.39,19644.93,3,3
37,0,3,1,584,1,4,2,1,2,18685,21,70.74,17984.84,2,1
55,3,1,2,764,0,2,0,2,0,41446,18,70.52,6636.77,2,3
80,2,1,1,536,2,1,2,2,5,34136,11,19.57,4765.79,1,1
53,0,2,3,680,1,1,0,1,2,12744,36,64.16,11431.48,3,2
37,2,1,2,665,1,2,1,2,0,21952,14,17.62,19829.45,1,2
78,3,1,3,785,0,4,0,3,0,57064,3,19.44,9880.89,1,3
59,1,2,2,569,1,1,2,1,1,18952,7,58.93,18970.42,2,3
37,2,2,2,601,1,1,1,3,4,48730,8,65.7,18808.81,3,3
57,2,1,3,735,0,1,2,1,5,52754,19,3.33,7292.68,1,1
70,3,2,1,554,1,3,2,1,2,35938,13,98.55,593.41,2,1
67,0,2,2,633,0,1,0,2,0,28456,30,8.56,724.67,2,3
33,3,2,1,670,1,3,0,2,5,58349,9,61.46,8938.65,3,3
80,1,1,2,553,2,2,2,3,2,12617,27,68.85,19059.44,3,3
19,3,3,3,532,1,1,1,1,3,27910,14,67.78,1600.7,3,1
61,2,3,2,784,0,1,1,3,2,47427,40,87.05,343.77,2,1
33,3,3,3,634,2,1,1,3,2,60045,23,92.87,13237.34,3,3
37,3,3,3,641,1,1,1,3,2,62897,9,64.34,19888.72,3,3
63,0,1,1,829,1,4,1,3,2,65065,21,10.11,19467.87,2,1
18,2,1,1,590,0,3,2,1,5,26256,39,16.78,12453.39,2,1
34,0,3,1,778,2,4,0,2,1,73420,37,44.79,10216.4,2,1
73,0,1,1,499,2,4,0,1,4,9709,12,96.01,18131.02,2,1
67,3,2,1,666,0,3,0,2,3,36205,35,31.64,5473.55,2,1
26,2,1,3,559,1,2,2,1,2,37344,5,17.36,16748.79,2,2
55,2,1,1,516,1,1,0,1,1,45272,10,77.52,8899.04,2,1
49,3,3,1,676,1,1,0,2,4,22371,32,83.67,2295.57,2,1
57,0,1,3,764,2,2,1,1,3,41362,4,89.4,16594.55,3,2
57,3,2,1,679,1,3,1,1,4,8662,1,36.99,15814.85,2,1
42,2,1,1,570,2,1,2,1,4,73604,13,37.33,3851.88,1,1
27,0,1,1,545,0,1,2,3,5,38009,36,43.93,11432.56,2,3
67,3,2,1,494,1,4,0,2,1,44676,8,72.38,1216.21,3,1
43,2,3,2,695,1,3,0,3,3,47746,35,87.07,18543.49,3,3
65,3,1,1,619,1,1,0,3,5,47944,3,18.19,1447.59,1,3
79,2,3,3,686,2,2,0,1,0,57324,37,87.4,9904.63,3,1
49,0,1,1,817,1,3,0,3,4,41272,15,28.23,10086.26,1,2
36,0,2,1,729,1,4,1,1,0,47819,25,69.68,15341.1,3,1
57,3,3,2,412,2,2,2,3,5,53972,20,75.93,4466.24,2,3
28,3,3,2,564,2,1,1,3,0,38713,7,67.4,7507.65,3,3
32,3,1,1,683,2,2,0,1,4,24452,19,73.04,2550.95,1,1
24,2,2,1,653,2,2,0,3,5,9392,20,52.91,15715.39,3,3
45,2,2,2,630,0,2,2,1,5,66137,21,56.36,2821.53,2,1
20,1,3,3,506,1,1,1,2,0,50047,18,20.22,10291.76,1,1
77,2,3,3,775,0,2,0,3,5,44129,4,56.69,13498.34,2,3
35,0,2,2,611,1,4,1,1,3,17352,32,55.57,12724.76,3,1
68,1,2,1,641,2,4,1,3,0,34133,21,61.3,4166.27,2,3
78,3,1,3,773,1,4,1,2,3,31279,13,85.48,12827.55,2,2
35,3,1,3,495,1,2,1,1,1,52336,1,6.41,7055.47,2,2
42,2,2,3,587,2,2,0,1,5,46382,18,27.82,9585.2,1,1
35,3,1,2,634,2,3,1,2,3,24008,13,63.26,19790.26,3,3
50,2,3,2,530,1,4,1,2,4,34847,35,18.9,16713.19,2,3
68,3,3,3,513,1,2,1,1,3,54869,7,99.62,16413.03,3,1
80,3,1,2,594,1,1,0,1,5,30099,28,66.54,7193.56,2,1
47,1,1,2,591,0,1,1,3,1,36918,34,30.45,2395.79,2,3
21,3,3,3,644,1,3,2,1,5,29220,22,7.99,18296.41,2,3
27,0,2,3,615,2,2,1,1,1,35504,39,41.49,19777.73,1,1
36,1,3,3,668,2,2,1,3,2,35640,18,80.31,16634.34,1,1
55,0,2,3,795,0,2,2,1,2,7995,0,12.01,14088.97,3,3
38,1,2,2,826,0,3,1,3,3,19033,27,17.35,19891.49,3,3
53,1,1,2,562,2,1,2,2,5,27170,29,51.57,8680.66,2,3
25,0,2,3,576,2,4,1,3,0,28214,17,18.81,13189.63,3,2
69,1,3,2,645,2,3,0,1,5,52190,25,1.4,18393,2,1
65,1,1,3,805,2,1,0,1,1,40088,21,72.94,3339.58,1,2
24,0,1,2,712,1,4,1,2,0,37495,17,57.56,6071.49,2,1
50,1,3,2,648,1,3,0,3,1,59648,28,29.57,6157.31,2,3
65,3,3,3,566,1,2,2,1,5,40750,39,84.09,7050.55,2,1
51,2,1,3,815,1,4,2,3,0,31335,25,69.27,8290,3,3
57,3,2,2,559,0,1,1,3,0,46078,14,59.4,10336.11,2,3
30,2,2,2,606,1,2,2,2,0,41007,17,24.38,6534.43,2,3
52,1,2,3,527,2,4,0,2,4,44778,3,22.81,16427.58,3,1
65,1,3,3,656,1,4,0,1,3,23194,37,23.19,11451.49,3,1
62,1,2,2,858,1,2,1,2,4,29890,32,13.3,12479.02,3,1
49,2,1,1,770,1,4,0,1,1,77471,33,89.15,14054.69,2,1
29,3,2,2,672,0,2,2,3,4,31931,27,35.06,19557.37,2,3
54,1,1,1,661,2,2,0,3,0,48455,17,57.26,4204.8,2,3
21,0,2,2,509,2,4,1,3,5,54217,4,25.79,7179.28,3,1
42,1,2,2,670,2,2,2,1,4,32728,0,9.48,6407.67,3,1
65,3,3,2,779,1,4,2,2,4,48062,32,79.12,15034.6,2,1
44,0,2,1,695,0,4,0,1,5,47863,17,48.66,19335.39,2,2
68,2,1,3,625,0,1,0,2,0,49319,17,63.28,15529.23,2,2
29,2,3,1,724,0,3,0,3,1,65591,1,50.08,8520.33,2,3
79,2,1,1,639,1,3,0,2,4,48441,38,0.62,11124.36,2,1
65,1,1,3,648,2,4,2,1,0,42759,7,2.59,4606.15,3,1
18,1,3,3,704,1,4,2,2,2,12075,3,29.31,7331.33,2,3
69,1,2,3,538,2,3,0,3,1,45643,9,52.04,18206.34,3,1
42,1,1,2,671,2,3,0,1,4,29974,36,55.86,698,1,1
34,2,1,3,500,1,4,0,2,3,62605,11,72.46,1113.84,3,2
33,0,1,3,909,2,2,0,2,4,26750,3,67.21,12910.7,3,2
55,1,1,1,663,1,4,1,2,5,53493,25,26.99,7213.29,2,1
54,0,1,3,511,2,2,1,3,0,35219,16,60.04,13435.26,2,2
19,0,2,2,531,1,4,0,1,0,51165,15,61.15,15471.82,2,1
24,3,1,3,724,1,2,0,1,3,54843,23,38.58,14947.6,1,2
48,3,2,2,456,1,2,1,1,2,46307,0,51.01,3475.57,2,1
76,2,2,1,558,0,3,0,2,0,41867,12,80.15,16566.76,2,3
63,0,1,3,588,0,4,1,1,1,26650,4,20.79,19275.75,2,2
76,0,3,1,562,1,1,1,1,3,31611,15,55.05,2373.38,2,1
74,1,2,3,755,2,3,2,3,3,39435,29,14.58,18683.03,3,1
32,2,1,2,595,1,1,1,2,1,49856,14,20.62,14483.42,1,2
33,2,3,3,552,1,4,1,2,3,32139,24,29.22,4413.23,3,1
47,3,2,1,720,2,2,2,1,5,21077,34,75.87,10997.47,3,1
56,3,1,3,777,1,2,0,2,5,34426,12,88.26,9864.75,2,1
77,2,3,3,805,2,4,2,1,0,17926,16,23.19,8131.48,3,1
53,2,2,3,683,2,2,2,3,1,24826,15,98.76,13527.57,1,1
49,1,1,1,744,0,3,1,3,5,52167,39,15.04,1980.49,1,3
21,1,1,2,752,0,2,1,1,2,44976,17,7.14,4450.05,3,1
27,0,2,2,555,2,3,1,1,5,69020,26,85.75,9894.77,3,2
27,2,3,2,586,2,1,2,1,3,6664,26,72.81,15265.75,3,1
18,1,2,1,626,0,4,1,1,5,45163,6,80.63,5470.62,2,1
74,2,1,3,658,1,1,1,2,3,32978,19,57.9,14341.17,2,2
63,2,2,1,601,0,4,2,2,2,54642,28,43.85,19472.38,2,1
46,3,1,1,755,0,4,2,2,3,38620,0,82.48,18835.25,2,3
53,3,1,3,541,2,2,1,2,3,48458,35,31.57,6429.05,1,1
57,3,1,3,516,2,3,2,1,3,38659,30,76.53,11605.78,1,1
28,1,2,1,761,2,2,1,3,5,30978,0,71.63,19247.61,2,3
23,1,3,1,731,0,4,1,2,0,26015,10,82.68,4815.71,2,1
66,1,1,2,562,0,3,2,2,5,31525,7,60.41,7163.6,2,2
29,2,1,2,671,2,2,0,3,0,33620,40,18.76,3259.84,1,3
72,3,2,2,620,0,1,2,3,5,46838,22,12.61,15329.53,2,3
46,1,1,3,732,1,1,1,3,3,58404,12,97.79,13565.69,1,2
18,1,1,1,587,2,1,0,1,4,27437,28,49.35,14731.74,2,2
20,0,1,3,546,0,1,0,2,5,51914,38,89.2,12593.88,1,1
23,3,1,3,815,2,4,2,1,2,14164,30,80.05,9062.11,1,1
73,2,3,3,693,2,3,1,3,1,53025,39,78.8,14746.88,3,1
45,3,2,2,663,2,2,2,2,4,42047,28,85.07,2135.9,3,1
19,1,1,1,804,1,3,1,2,3,13710,3,15.84,9238.57,2,1
25,2,2,1,605,2,1,2,1,5,44589,38,30.31,15061.39,1,1
48,3,2,3,717,2,3,2,2,4,65639,24,25.21,16579.87,3,1
51,2,2,3,568,0,1,0,3,5,53577,32,6.51,1698.86,1,3
63,1,2,1,603,0,2,1,3,4,40637,15,16.87,10848.18,2,3
69,1,1,1,791,0,1,0,3,2,19166,7,91.45,3987.46,1,1
66,3,3,1,570,1,4,1,1,3,36907,37,33.95,7330.23,2,1
55,1,1,2,707,1,1,0,1,3,45751,13,20.89,3112.1,1,1
53,0,3,3,556,2,4,2,3,0,54437,22,29.07,17830.01,3,2
73,0,2,3,747,1,2,2,1,2,36840,0,41.65,17062.08,3,2
24,3,2,3,704,0,2,0,2,2,35935,27,15.89,6061.67,3,3
43,2,1,3,475,0,3,2,3,4,24023,21,77.99,1069.07,2,3
80,2,1,2,486,0,1,1,3,5,40445,37,75.84,19014.21,2,3
78,3,1,1,728,2,1,0,1,5,39805,30,36.7,18391.52,1,1
75,1,2,2,554,1,4,1,3,5,28012,36,82.63,19991.24,2,3
67,0,1,3,747,0,2,0,3,4,8691,15,78.31,10703.93,1,1
70,2,3,2,435,0,1,0,3,5,27484,38,97.21,16128.45,2,1
67,1,1,2,907,0,2,0,1,2,34556,26,68.65,2590.22,1,2
37,0,2,1,633,2,1,2,2,3,40558,19,74.18,3681.87,3,3
33,3,1,1,723,1,4,0,1,2,44792,22,19.21,15569.12,2,1
41,3,3,1,534,0,1,1,3,0,36525,23,71.74,16479.53,2,3
18,3,1,2,792,2,2,0,3,4,61419,35,51.9,13263.72,1,3
23,0,2,1,701,1,4,2,2,0,48136,33,92.44,400.53,3,1
25,0,2,3,608,0,2,2,1,2,55942,4,35.58,1880.89,2,1
